tite,open_store,establish_time,cooperation_time,area_requirement
咕叽咕叽小火锅,直营,1998年,3-5年,200-400m²
家乐缘,直营,2006年,3-5年,200-400m²
THANK U MOM,直营,2011年,3-5年,100-200m²
过桥缘,直营,加盟,2005年,3-5年,120-140m²
山东老家,直营,1998年,5-8年,350-500m²
丽豪港式茶餐厅,直营,2006年,5-8年,200-400m²
雀舞云南菜,直营,2011年,3-5年,190-330m²
塔可墨西哥餐厅,直营,加盟,2003年,5-10年,250-350m²
站点比萨,直营,1999年,5-8年,150-200m²
桥亭活鱼小镇,直营,加盟,1999年,1-3年,200-400m²
三根葱,直营,加盟,2014年,5-8年,80-150m²
湊湊火锅,直营,2016年,6-10年,400-600m²
榕意,直营,2013年,5-8年,300-500m²
二人锅,直营,2005年,3-5年,150-200m²
乐食派,直营,加盟,2013年,3-5年,200-300m²
大丰收鱼庄,直营,2006年,5-8年,200-300m²
达美乐,直营,1960年,3-5年,120-150m²
艾薯夫妇,直营,2010年,3-5年,80-150m²
良木缘,直营,1998年,5-10年,400-600m²
金翠河港式茶餐厅,直营,加盟,2006年,5-8年,300-400m²
品尚豆捞,直营,加盟,2007年,1-3年,300-500m²
甲米府泰国餐厅,直营,加盟,2010年,5-10年,200-300m²
湘约时光,直营,加盟,2001年,5-8年,300-500m²
爱碗亭,直营,2014年,3-5年,300-500m²
沃歌斯,直营,1999年,3-5年,150-260m²
骨之味,直营,2006年,5-8年,300-350m²
70后饭吧,直营,2010年,5-8年,500-800m²
麻里麻里香锅,加盟,2007年,3-5年,150-300m²
沸腾鱼乡,直营,加盟,1999年,5-8年,400-1500m²
耶里夏丽新疆餐厅,直营,2003年,5-8年,300-600m²
船歌鱼水饺,直营,2009年,5-10年,170-300m²
九龙冰室,直营,加盟,2005年,5-8年,100-150m²
广州酒家,直营,加盟,1935年,10-15年,1500-3000m²
彼得家厨房,直营,加盟,2014年,3-5年,10-60m²
云味馆,直营,2014年,3-5年,60-150m²
赤坂亭,直营,2005年,3-5年,300-450m²
御记煌三汁焖锅,直营,加盟,2013年,3-5年,200-400m²
小六汤包,直营,1994年,5-8年,230-280m²
弹丸滋地,直营,加盟,2010年,2-5年,15-30m²
VERSINO,直营,1997年,1-3年,80-120m²
Duoyi,直营,加盟,1998年,1-3年,80-150m²
MANGOSIX,直营,加盟,2010年,3-5年,150-300m²
蜀九香,直营,2000年,5-10年,500-800m²
JUZUI,直营,加盟,代理,2001年,3-5年,80-150m²
HECHTER PARIS,直营,加盟,代理,1962年,1-3年,80-150m²
Carmen,加盟,直营,代理,1997年,1-5年,50-100m²
trussardi,直营,1911年,3-5年,150-200m²
生活妙游馆,直营,2002年,3-5年,100-350m²
Et Boite,直营,加盟,代理,1984年,1-3年,80-150m²
统一银座,直营,2004年,5-10年,300-500m²
Levi's,直营,加盟,代理,1853年,1-3年,80-120m²
造作,直营,2014年,3-8年,300-600m²
佳惠华盛堂,--,1999年,10-15年,12000-20000m²
LOYOU,直营,加盟,代理,1966年,1-5年,50-100m²
居元素,加盟,直营,代理,2009年,1-3年,30-60m²
5vacanze,直营,加盟,代理,2009年,1-3年,50-100m²
昌大昌,直营,1996年,10-20年,15000-20000m²
C.Banner,直营,加盟,代理,1995年,3-5年,30-80m²
五洲会全球购,直营,加盟,代理,2015年,3-5年,100-200m²
福乐多超市,直营,2007年,10-15年,3000-6000m²
goldlion,直营,加盟,代理,1968年,3-5年,80-150m²
BBLLUUEE Color,直营,加盟,代理,2013年,3-5年,100-200m²
华冠超市,直营,1995年,5-8年,1200-2000m²
熙美诚品,直营,加盟,2015年,2-10年,60-200m²
麦檬,直营,加盟,代理,2015年,3-5年,120-200m²
亮视点,直营,1983年,3-5年,30-60m²
凯撒,直营,加盟,代理,1994年,3-5年,50-100m²
利群百货,直营,1997年,20-25年,50000-100000m²
三彩,直营,加盟,代理,1997年,1-5年,60-120m²
百新文具馆,直营,1912年,5-10年,50-120m²
Yueyaer,直营,加盟,代理,1986年,3-5年,30-80m²
LOccitane,直营,1976年,1-3年,30-60m²
EMU,直营,加盟,代理,2000年,1-3年,150-200m²
杰之行,直营,加盟,代理,2005年,3-5年,100-300m²
MYTENO,直营,加盟,代理,1994年,3-5年,80-120m²
EITIE,直营,加盟,代理,1998年,1-3年,90-130m²
卡汶,直营,加盟,代理,2003年,3-5年,120-200m²
MIGAINO,直营,加盟,代理,1997年,1-5年,80-120m²
红府超市,直营,2003年,5-10年,1000-5000m²
舒宠,直营,加盟,代理,2006年,3-5年,15-50m²
广州友谊商店,直营,1959年,10-15年,20000-30000m²
FOSS,直营,2008年,1-3年,80-120m²
纪念日MEMORABLE DAY,直营,1996年,5-10年,600-1000m²
BLOCCO 5,直营,加盟,代理,2010年,3-5年,80-120m²
摩奥,直营,加盟,代理,2004年,1-3年,100-150m²
PLOVER,直营,加盟,代理,1899年,1-5年,30-60m²
FIYTA,直营,加盟,代理,1987年,3-5年,50-100m²
伊芙丽,直营,加盟,代理,2001年,3-5年,80-200m²
气味图书馆,直营,加盟,代理,2009年,3-5年,40-80m²
VASTO,直营,加盟,代理,1992年,3-5年,130-180m²
BBLLUUEE,直营,加盟,代理,2006年,1-3年,80-150m²
万国码头进口优品超市,直营,加盟,代理,2007年,1-3年,50-60m²
人本超市,直营,加盟,代理,1997年,15-20年,1000-20000m²
博观表行,直营,2012年,1-3年,50-150m²
Dickies,直营,加盟,代理,1922年,3-5年,80-120m²
FERRAGAMO,直营,1927年,3-5年,350-500m²
松山棉店,直营,加盟,代理,1999年,2-5年,120-300m²
LESS,直营,2003年,3-5年,100-200m²
CASIO,加盟,代理,1957年,1-3年,20-40m²
JEANSWEST,直营,加盟,代理,1972年,2-5年,60-120m²
banila co,直营,加盟,代理,2005年,3-5年,30-60m²
高乐雅咖啡,直营,加盟,1979年,3-5年,80-150m²
如意菜饭,直营,加盟,2008年,3-5年,60-80m²
拉丁餐厅,直营,加盟,2002年,3-5年,400-600m²
便宜坊,直营,1416年,5-10年,1500-3000m²
阿尔卑斯比萨西餐自助,直营,加盟,2006年,5-10年,400-600m²
一坐一忘,直营,2006年,5-8年,500-800m²
泰熙家,直营,加盟,2009年,3-5年,80-150m²
gaga,直营,2010年,5-8年,250-350m²
顺旺基,直营,加盟,1998年,5-10年,200-300m²
麦隆咖啡,直营,2011年,3-6年,30-200m²
川味观,直营,加盟,1996年,1-3年,200-500m²
德川家,直营,加盟,1997年,5-8年,300-500m²
老东粥皇,直营,2000年,5-10年,200-300m²
水果先生,直营,2009年,3-5年,40-80m²
张生记,直营,1988年,1-3年,400-600m²
辣三疯,直营,加盟,2015年,5-10年,350-600m²
摩提工房,直营,加盟,2008年,3-5年,15-40m²
江南厨子,直营,2001年,5-8年,400-600m²
青花椒,直营,2013年,3-5年,200-250m²
上上谦串串香火锅,直营,2012年,5-8年,500-600m²
瑞可爷爷的店,直营,--,1-3年,25-40m²
Hey YO!!,直营,2011年,3-5年,50-100m²
掌上韩品,直营,2008年,3-5年,50-100m²
金汉森,直营,加盟,2008年,3-5年,300-900m²
徐记海鲜,直营,1999年,10-15年,1000-2500m²
汉釜宫,直营,加盟,1980年,3-5年,300-400m²
新悦茶餐厅,直营,加盟,2007年,3-5年,300-500m²
陶乡涮涮锅,直营,2004年,3-5年,300-500m²
渔乡米坊,直营,1998年,3-5年,200-300m²
洞庭土菜馆,直营,2001年,1-3年,300-600m²
砂师弟,直营,加盟,2013年,5-8年,150-200m²
米芝莲,直营,加盟,2013年,3-5年,20-50m²
好利来,直营,1992年,5-10年,130-180m²
三千粉牛肉米粉,直营,加盟,2012年,5-10年,80-120m²
青一色,直营,加盟,2008年,5-10年,300-500m²
金谷一,直营,加盟,2010年,5-8年,300-500m²
面包好了,加盟,直营,2014年,3-5年,80-150m²
春满园,直营,1991年,3-5年,1000-2000m²
左庭右院,直营,2014年,3-5年,300-400m²
海记牛肉火锅,直营,加盟,1999年,3-5年,300-500m²
鹿角巷,直营,2013年,1-3年,50-100m²
桂满陇,直营,2013年,5-8年,500-800m²
红唇串串香,直营,2013年,3-5年,50-100m²
永和豆浆,直营,加盟,1982年,1-3年,60-200m²
陶源酒家,直营,2011年,10-15年,3000-6000m²
一哥澳门豆捞,直营,2007年,5-10年,250-350m²
杏记甜品,直营,加盟,2006年,3-5年,50-100m²
幸福侯彩擂,直营,1983年,3-5年,30-60m²
新加坡妈妈烤包,直营,加盟,2004年,3-5年,20-50m²
醉云喃滇味民俗餐厅,直营,加盟,2008年,5-8年,300-800m²
阿五黄河大鲤鱼,直营,2004年,5-10年,800-2000m²
宴遇,直营,2011年,5-8年,600-800m²
豪丽斯,直营,加盟,1998年,5-10年,200-300m²
廖记棒棒鸡,直营,加盟,1993年,3-5年,40-50m²
麻辣空间,直营,加盟,2005年,3-5年,200-500m²
青年餐厅,直营,1999年,6-10年,400-700m²
优越城百货,直营,2004年,15-20年,25000-30000m²
CoCo壱番屋,直营,1978年,3-5年,120-150m²
可颂坊,直营,加盟,1989年,3-5年,70-150m²
顺水鱼馆,直营,加盟,2009年,3-5年,200-400m²
星洲蕉叶,直营,2011年,5-8年,450-500m²
Wooderful life,直营,加盟,代理,2012年,1-3年,300-600m²
BVLGARI,直营,1884年,3-5年,80-150m²
swatch,直营,1983年,1-3年,30-60m²
Mark Fairwhale,直营,加盟,2001年,3-5年,80-150m²
红豆居家,直营,加盟,代理,1957年,1-3年,60-150m²
佰腾数码广场,直营,加盟,代理,1998年,10-15年,20000-30000m²
万德隆超市,直营,1995年,10-20年,1000-2000m²
金海马家居,直营,加盟,代理,1990年,15-20年,40000-60000m²
商之都百货,直营,加盟,代理,1995年,15-20年,30000-40000m²
Timberland,直营,加盟,代理,1973年,3-5年,100-200m²
名购奥特莱斯,直营,2009年,5-10年,3000-5000m²
Navigare,直营,1961年,3-5年,80-200m²
OSA,直营,2007年,1-5年,80-120m²
美特好,直营,加盟,代理,1993年,10-20年,10000-15000m²
孚马,直营,加盟,代理,2009年,3-5年,300-500m²
罗蒙,直营,加盟,代理,1978年,3-5年,100-200m²
婷美小屋,直营,2012年,3-5年,40-80m²
麦凯乐,直营,1998年,10-20年,40000-60000m²
odbo,直营,加盟,代理,1999年,3-5年,120-230m²
HIMuomo,直营,加盟,代理,1999年,1-3年,80-120m²
FAIRWHALE男装,直营,加盟,代理,2002年,3-5年,80-150m²
好太太生活馆,直营,加盟,代理,1999年,6-15年,800-2000m²
好百年家居,直营,加盟,1997年,3-10年,20000-120000m²
科沃斯,加盟,代理,1998年,3-5年,15-25m²
星皇表,直营,1992年,5-10年,30-100m²
TEN MIRO,直营,加盟,代理,2014年,1-3年,50-100m²
仟丝缘,直营,加盟,代理,2007年,1-3年,30-60m²
阿唯得,直营,1999年,3-5年,70-150m²
Columbia,直营,加盟,代理,1938年,3-5年,80-150m²
红蜻蜓,直营,加盟,代理,1995年,3-5年,60-200m²
JOSINY,直营,加盟,代理,1998年,3-5年,50-100m²
红旗连锁,直营,加盟,代理,2000年,10-15年,100-300m²
CRZ,直营,加盟,代理,2007年,3-5年,100-200m²
jessy line,直营,加盟,代理,2000年,1-3年,80-150m²
京东之家,直营,加盟,2016年,2-3年,100-300m²
潮宏基,直营,加盟,代理,1996年,3-5年,80-150m²
谢瑞麟,加盟,代理,1971年,6-10年,80-120m²
ZDORZI,直营,加盟,代理,2004年,1-5年,80-120m²
安莉芳,直营,加盟,代理,1975年,2-3年,50-80m²
都宝路,直营,加盟,代理,2004年,1-5年,20-60m²
DOLCE&GABBANA,直营,1985年,5-10年,200-600m²
每一天便利店,直营,加盟,2010年,5-10年,40-120m²
尚优凡品,直营,加盟,代理,2013年,5-8年,100-200m²
山姆会员店,直营,1983年,20-30年,8000-15000m²
ALUGG,直营,加盟,代理,2013年,2-5年,120-150m²
海马床垫,直营,1987年,3-5年,40-80m²
木林森,直营,加盟,代理,1998年,3-5年,30-80m²
衣之家百货,直营,2005年,15-20年,15000-20000m²
潮品挚尚,直营,2013年,5-10年,120-300m²
ROCOCO,直营,加盟,代理,2012年,3-5年,150-300m²
HOPESHOW,直营,加盟,1995年,3-5年,80-120m²
樱内,直营,加盟,代理,1999年,3-5年,50-100m²
迪信通,直营,2000年,3-10年,100-300m²
广天藏品,直营,1998年,2-3年,40-80m²
潮流仓,直营,2006年,6-10年,1000-5000m²
如轩砂锅粥,直营,加盟,2001年,5-10年,200-300m²
G-STAR RAW,直营,加盟,代理,1989年,3-5年,80-120m²
MOVEUP,直营,加盟,代理,2002年,2-3年,90-120m²
Darry Ring,直营,2010年,2-5年,80-120m²
蛙小侠,直营,加盟,2015年,3-5年,260-350m²
重百商场,直营,1950年,10-15年,15000-30000m²
玛喜达,直营,加盟,2010年,3-5年,100-200m²
大蓉和,直营,加盟,1999年,5-10年,3000-3000m²
盛世经典牛排,直营,加盟,2004年,3-5年,300-400m²
Caffe Pascucci,直营,1883年,5-8年,60-150m²
弄堂里,直营,2008年,1-5年,500-700m²
好巴适,直营,加盟,2009年,1-3年,150-300m²
农畉,直营,加盟,2014年,5-8年,200-800m²
印象南洋,直营,加盟,2007年,3-5年,200-2000m²
米桃餐厅,直营,2016年,6-10年,300-350m²
上井精致料理,直营,加盟,2002年,3-5年,300-500m²
非烤勿扰,直营,加盟,2011年,5-8年,200-320m²
Helens,直营,2009年,8-10年,300-500m²
花千代秘制烤鱼,直营,加盟,2012年,3-5年,220-280m²
丸龟制面,直营,加盟,2004年,3-5年,100-150m²
乡村基,直营,1996年,8-10年,200-300m²
南小馆,直营,加盟,2012年,3-5年,200-300m²
72街,直营,2008年,5-10年,80-150m²
胜记,直营,1989年,8-10年,1500-3000m²
康师傅私房牛肉面,直营,加盟,2006年,5-10年,200-400m²
巴国布衣,直营,加盟,1996年,3-5年,500-800m²
吉祥馄饨,直营,加盟,1999年,3-5年,40-150m²
芭依珊,直营,2009年,1-3年,200-250m²
蜜桃餐厅·伴山,直营,2011年,6-8年,250-300m²
重庆刘一手火锅,直营,加盟,2000年,5-8年,260-800m²
庆丰包子铺,直营,加盟,1956年,5-8年,100-150m²
1點點,直营,加盟,2010年,1-3年,30-60m²
米索西意式餐厅,直营,加盟,2010年,5-10年,100-300m²
鑫海汇,直营,加盟,2011年,8-10年,600-1000m²
捞王锅物料理,直营,2009年,5-8年,300-500m²
刘一锅,直营,加盟,2004年,5-10年,500-600m²
源泰东南亚风味餐厅,直营,2010年,5-10年,500-600m²
新旺茶餐厅,直营,1998年,5-8年,300-450m²
湘乐汇,直营,2009年,3-5年,400-500m²
鱼旨寿司,直营,加盟,2006年,3-5年,200-300m²
百特喜,直营,加盟,2006年,5-10年,240-300m²
遇见小面,直营,加盟,2014年,5-8年,120-180m²
一风堂,直营,1985年,3-5年,200-350m²
权金城烤肉,直营,2000年,6-8年,250-300m²
土大力,直营,1987年,6-10年,200-600m²
孟非的小面,直营,加盟,2014年,3-5年,80-150m²
面点王,直营,1996年,5-8年,200-350m²
思必客,直营,加盟,2007年,3-5年,65-200m²
小杨生煎,直营,1994年,3-5年,80-120m²
米斯特,直营,加盟,1990年,3-5年,250-300m²
元祖食品,直营,加盟,1981年,3-5年,80-120m²
莆田餐厅,直营,2000年,5-8年,200-300m²
老娘舅,直营,加盟,2000年,5-10年,120-180m²
卡朋西餐,直营,2009年,5-10年,300-400m²
一麻一辣,直营,加盟,2007年,5-8年,170-250m²
阪尚皇,直营,2011年,5-8年,250-350m²
喜家德水饺,直营,2002年,5-10年,110-160m²
快乐一厨,直营,1998年,8-10年,250-350m²
小厨娘,直营,2000年,3-5年,500-800m²
喜来稀肉,直营,加盟,2007年,5-8年,250-300m²
牛太郎,直营,加盟,1998年,3-5年,300-500m²
Massimo Dutti,直营,1985年,3-5年,300-600m²
Samsonite,直营,1910年,1-3年,60-120m²
Q+Life,直营,2011年,10-15年,3000-4000m²
龙门烤鱼,加盟,直营,2014年,1-3年,200-400m²
鱼友烤全鱼,直营,加盟,2006年,3-5年,150-300m²
Tupperware,直营,加盟,代理,1995年,3-5年,30-60m²
MixBlu,直营,2014年,8-10年,300-600m²
Champion,直营,1919年,3-5年,80-150m²
ST&SAT,直营,加盟,代理,1993年,1-3年,50-100m²
Felix Buhler,直营,1966年,1-3年,100-150m²
贝尔尼尼,直营,加盟,代理,1976年,1-3年,50-100m²
秋水伊人,直营,加盟,代理,1996年,3-5年,50-100m²
OYSHO,直营,2001年,1-3年,80-150m²
Lee,直营,加盟,代理,1889年,1-3年,80-150m²
37°Love,直营,加盟,2005年,1-3年,50-120m²
妩,直营,2002年,1-3年,80-120m²
ZARA HOME,直营,2003年,5-8年,250-500m²
Gucci,直营,加盟,代理,1921年,3-5年,200-500m²
合家福,直营,加盟,代理,2000年,10-15年,3000-4000m²
EVE DE UOMO,直营,加盟,代理,1994年,3-5年,100-180m²
简爱家居,直营,加盟,代理,2007年,8-12年,30000-50000m²
Dotacoko,直营,加盟,代理,2008年,1-3年,80-150m²
君尚百货,直营,2008年,15-20年,30000-40000m²
SPAO,直营,2009年,3-5年,500-1500m²
三江购物,直营,1995年,5-10年,800-3000m²
TOREAD,直营,加盟,代理,1999年,3-5年,50-150m²
COS,直营,2007年,3-5年,300-500m²
aojo,直营,加盟,代理,2013年,3-5年,60-80m²
金至尊,直营,加盟,2002年,5-10年,80-120m²
GBF名品直购广场,直营,加盟,代理,2012年,5-15年,1500-5000m²
新感觉,直营,加盟,代理,1996年,1-5年,30-60m²
AFU,直营,2006年,1-3年,30-60m²
依思Q,直营,加盟,2005年,3-5年,60-120m²
赛格电子市场,直营,加盟,代理,1996年,10-15年,20000-40000m²
大统华,直营,加盟,代理,2010年,10-15年,10000-20000m²
MONKI,直营,2006年,3-5年,300-500m²
REOAR KISS,直营,2015年,3-3年,200-300m²
水云间,直营,加盟,代理,1999年,1-3年,80-150m²
亨得利,直营,1993年,5-10年,50-120m²
乐优家,直营,加盟,代理,2007年,3-6年,100-200m²
柒牌,直营,加盟,代理,1979年,3-5年,150-300m²
法蓝瓷,直营,2001年,3-5年,200-500m²
冠超市,直营,1999年,10-20年,1000-12000m²
CASSILE,直营,1975年,1-5年,60-120m²
Lagogo,直营,加盟,代理,2008年,1-3年,80-150m²
ELLASSAY,直营,加盟,代理,1996年,3-5年,100-200m²
SEASON WIND,直营,加盟,代理,2002年,3-5年,80-150m²
富安娜,直营,加盟,代理,1994年,3-5年,200-300m²
吉选超市,直营,2000年,15-20年,3000-8000m²
Chrismas Andrea,直营,加盟,2002年,3-5年,180-230m²
潮流前线,直营,加盟,代理,2006年,3-5年,150-400m²
THE SHOES BAR,直营,加盟,代理,1993年,1-3年,50-100m²
百利玛国际厨卫中心,直营,加盟,2006年,10-20年,30000-35000m²
ICICLE之禾,直营,1997年,3-5年,100-200m²
金六福珠宝,直营,加盟,代理,2002年,3-5年,40-80m²
一尚门,直营,2012年,3-5年,2000-2500m²
快客便利店,直营,加盟,代理,1991年,5-10年,30-80m²
Hush Puppies,直营,1958年,3-5年,50-100m²
不厌生活,加盟,直营,代理,2015年,3-5年,300-400m²
赛博数码广场,直营,1999年,15-20年,6000-10000m²
POLO SPORT,直营,加盟,代理,1969年,3-5年,120-200m²
合力超市,直营,加盟,代理,2000年,10-15年,1000-5000m²
Joy&Mario,直营,加盟,代理,1997年,1-2年,30-100m²
瑞贝卡,直营,加盟,代理,2007年,1-3年,30-60m²
DONORATICO,直营,加盟,代理,2002年,1-3年,80-120m²
夏娃的诱惑,加盟,直营,代理,2001年,3-5年,100-200m²
MOKOO,直营,2010年,3-5年,200-400m²
Bouthentique,直营,2012年,3-5年,120-150m²
SATCHI,直营,加盟,代理,1980年,1-3年,80-150m²
早安巴黎,直营,加盟,2008年,5-8年,100-150m²
晋家门,直营,2010年,3-5年,250-350m²
好伦哥,直营,加盟,1998年,6-10年,200-600m²
鲜果时间,加盟,直营,2007年,3-5年,30-60m²
零度乐园,直营,加盟,2006年,1-3年,20-50m²
将太无二,直营,2005年,3-5年,350-450m²
表叔茶餐厅,直营,加盟,2003年,3-5年,200-400m²
渔语鱼,直营,2014年,3-5年,200-350m²
华神龙火锅,直营,加盟,1990年,3-5年,350-1500m²
美心西饼,直营,1956年,3-5年,30-50m²
客语,直营,2013年,8-10年,400-600m²
稻香,直营,2006年,10-15年,600-1000m²
番茄妹米线,直营,2010年,5-10年,120-200m²
胡椒厨房,直营,加盟,1994年,3-5年,150-250m²
酱出名门,直营,加盟,2006年,3-5年,300-600m²
热辣壹号,直营,2014年,5-10年,300-500m²
埃克斯咖啡,直营,加盟,2008年,5-10年,80-200m²
辛香汇,直营,2004年,3-5年,400-600m²
大卡司,加盟,直营,1990年,3-5年,20-40m²
酒窝甜品,直营,加盟,2012年,3-5年,60-100m²
两岸咖啡,直营,加盟,2003年,3-5年,300-400m²
瑞幸咖啡,直营,2017年,1-3年,30-130m²
茅庐印象,直营,2007年,3-5年,200-400m²
音乐厨房,直营,--,3-5年,300-400m²
东来顺,直营,加盟,1903年,5-8年,300-500m²
俏凤凰苗家牛肉粉,直营,2011年,5-8年,120-150m²
千味涮,直营,加盟,2007年,5-10年,220-300m²
食其家,直营,1982年,5-8年,100-150m²
